Data,Interwencje,Zatrzymani_Goracy_Uczynek,Zatrzymani_Poszukiwani,Kierujacy_Alkohol,Wypadki_Drogowe,Zabici,Ranni
2026-03-20,18162,605,440,200,45,1,57
2026-03-19,17119,580,440,207,37,2,41
2026-03-18,17024,538,416,200,51,2,54
2026-03-17,15720,524,444,168,41,1,50
2026-03-16,16208,564,400,264,40,0,48
2026-03-15,14702,529,198,273,44,6,56
2026-03-14,18645,596,278,330,54,4,58
2026-03-13,18669,572,472,241,55,3,64
2026-03-12,17374,611,468,234,35,1,42
2026-03-11,17683,662,437,249,60,2,68
2026-03-10,17273,523,428,182,37,2,44
2026-03-09,16793,731,351,540,59,0,67
2026-03-08,14418,484,197,265,44,4,47
2026-03-07,17811,572,243,265,52,1,59
2026-03-06,18033,521,380,198,76,6,84
2026-03-05,16375,589,423,223,53,1,55
2026-03-04,16491,546,448,185,55,3,57
2026-03-03,17458,526,1061,174,45,4,53
2026-03-02,17443,474,1238,211,47,2,51
2026-03-01,14671,495,206,264,41,6,46
2026-02-28,18397,597,247,324,74,6,93
2026-02-27,18107,556,377,206,48,6,56
2026-02-26,16591,582,372,218,40,3,45
2026-02-25,16121,494,416,184,36,3,38
2026-02-24,16144,500,408,160,35,3,34
2026-02-23,16007,509,304,189,33,3,39
2026-02-22,12681,426,197,184,24,3,27
2026-02-21,15155,470,248,202,35,5,40
2026-02-20,16504,479,435,161,35,2,45
2026-02-19,15276,488,466,125,36,3,60
2026-02-18,15677,519,423,150,35,5,35
2026-02-17,15320,446,504,137,48,4,58
2026-02-16,15327,552,359,263,32,4,35
2026-02-15,13042,410,216,184,25,3,29
2026-02-14,16126,528,246,216,30,1,36
2026-02-13,17680,506,490,183,36,3,39
2026-02-12,16568,475,510,148,46,2,73
2026-02-11,16667,511,531,158,48,4,58
2026-02-10,15940,529,449,168,28,4,32
2026-02-09,15343,507,388,199,29,3,29
2026-02-08,13164,442,208,199,19,1,25
2026-02-07,16190,490,288,216,26,3,34
2026-02-06,16810,454,416,133,36,5,42
2026-02-05,15934,464,438,117,46,1,56
2026-02-04,15693,434,410,119,36,1,39
2026-02-03,15390,445,450,127,26,2,28
2026-02-02,15498,383,356,138,37,7,40
2026-02-01,12765,362,186,141,14,1,28
2026-01-31,15427,460,226,167,24,2,30
2026-01-30,15410,434,490,136,36,3,40
2026-01-29,14686,474,459,132,34,2,39
2026-01-28,15478,477,497,152,39,5,46
2026-01-27,15200,504,601,126,27,4,25
2026-01-26,15946,497,386,182,52,1,62
2026-01-25,14110,492,283,199,26,0,39
2026-01-24,15633,473,252,195,19,1,25
2026-01-23,16270,503,475,143,29,4,32
2026-01-22,15739,444,568,133,35,1,42
2026-01-21,16191,488,484,141,41,2,49
2026-01-20,15877,427,409,109,55,3,62
2026-01-19,15754,473,413,180,40,4,40
2026-01-18,13185,397,215,161,19,1,29
2026-01-17,15718,450,270,185,31,1,37
2026-01-16,17605,507,486,143,42,0,48
2026-01-15,16157,466,541,157,31,2,36
2026-01-14,15433,427,528,123,28,1,36
2026-01-13,15170,412,435,119,29,0,37
2026-01-12,15207,406,396,129,43,2,55
2026-01-11,12684,316,193,138,25,3,24
2026-01-10,15192,417,219,152,19,0,30
2026-01-09,15910,379,404,109,35,2,40
2026-01-08,14508,374,408,88,38,3,37
2026-01-07,14960,597,445,335,40,2,57
2026-01-06,11958,356,244,129,26,1,33
2026-01-05,15327,446,353,164,31,0,34
2026-01-04,11733,351,195,121,23,2,29
2026-01-03,14443,384,273,132,24,2,29
2026-01-02,15241,450,428,188,34,3,42
2026-01-01,17442,536,251,244,26,6,30
2025-12-31,15657,333,217,111,34,2,42
2025-12-30,15644,333,338,98,37,1,44
2025-12-29,15305,335,350,152,33,4,43
2025-12-28,12253,347,214,133,13,2,13
2025-12-27,14205,324,197,135,43,7,44
2025-12-26,12516,307,136,168,62,3,109
2025-12-25,12062,288,142,155,14,2,17
2025-12-24,11725,313,207,161,23,7,29
2025-12-23,17062,428,460,184,52,5,59
2025-12-22,17737,440,624,169,48,4,51
2025-12-21,15857,518,253,250,37,6,39
2025-12-20,17978,515,273,228,53,3,59
2025-12-19,19030,476,394,210,89,11,99
2025-12-18,16244,445,465,129,71,8,81
2025-12-17,16225,454,502,169,52,4,58
2025-12-16,16244,465,469,162,69,7,78
2025-12-15,16013,447,367,169,57,2,66
2025-12-14,14372,519,225,247,40,2,51
2025-12-16,16759,519,251,237,56,4,67
2025-12-12,17901,532,371,221,67,5,72
2025-12-11,16432,487,420,180,61,5,67
2025-12-10,16573,569,486,209,68,2,81
2025-12-09,15972,440,443,134,79,3,88
2025-12-08,16235,514,380,277,54,7,57
2025-12-07,14338,515,231,222,27,1,37
2025-12-06,16697,514,251,246,56,6,58
2025-12-05,17506,459,383,189,80,3,86
2025-12-04,15830,482,391,184,54,4,65
2025-12-03,15716,427,456,141,51,2,58
2025-12-02,15395,445,410,131,37,3,42
2025-12-01,15421,685,368,434,55,5,65
2025-11-30,13749,532,195,281,31,1,43
2025-11-29,15768,540,226,281,34,4,44
2025-11-28,16589,406,336,149,48,2,53
2025-11-27,16209,416,389,138,48,5,50
2025-11-26,15528,412,375,122,62,1,73
2025-11-25,15372,413,339,139,44,7,58
2025-11-24,15079,448,291,202,45,5,55
2025-11-23,14087,418,190,224,42,3,60
2025-11-22,16363,463,189,224,34,2,42
2025-11-21,16956,417,329,188,46,1,48
2025-11-20,15262,464,346,167,53,3,65
2025-11-19,15360,460,324,140,48,2,54
2025-11-18,15643,494,921,179,61,3,80
2025-11-17,15917,498,1042,238,83,6,92
2025-11-16,13125,497,214,239,40,8,48
2025-11-15,16140,531,215,262,60,3,79
2025-11-14,16673,492,329,199,61,1,74
2025-11-13,15466,516,359,230,48,5,56
2025-11-12,15699,631,312,407,45,3,53
2025-11-11,12934,578,274,319,38,2,50
2025-11-10,16203,532,298,263,57,2,75
2025-11-09,13521,575,199,284,48,7,58
2025-11-08,16895,593,234,288,44,2,59
2025-11-07,17959,545,427,246,61,7,61
2025-11-06,16015,555,414,248,61,5,63
2025-11-05,16018,539,416,226,62,1,70
2025-11-04,16269,504,398,169,65,4,73
2025-11-03,15374,639,330,397,61,6,69
2025-11-02,13601,549,245,327,36,3,46
2025-11-01,15985,553,265,290,54,2,79
2025-10-31,21130,579,411,228,92,4,105
2025-10-30,17070,527,438,210,78,8,94
2025-10-29,16496,560,543,195,78,6,84
2025-10-28,15715,457,528,161,72,3,81
2025-10-27,15858,579,416,238,58,5,63
2025-10-26,13779,485,197,254,46,5,56
2025-10-25,16565,569,223,252,54,7,61
2025-10-24,16968,563,430,252,77,5,94
2025-10-23,16718,625,496,249,79,4,85
2025-10-22,16172,536,479,202,61,3,69
2025-10-21,15560,538,455,206,71,7,72
2025-10-20,16005,615,334,365,93,7,96
2025-10-19,13668,552,181,325,42,4,46
2025-10-18,15605,539,237,295,53,4,64
2025-10-17,17285,621,414,330,45,1,54
2025-10-16,15786,604,460,247,60,1,74
2025-10-15,16349,578,482,230,63,4,66
2025-10-14,14779,521,393,216,46,1,55
2025-10-13,15808,772,436,518,80,7,85
2025-10-12,13796,547,240,312,45,3,55
2025-10-11,16534,622,271,335,54,4,71
2025-10-10,17553,599,411,273,60,7,69
2025-10-09,16148,614,442,276,55,3,61
2025-10-08,15705,609,440,262,56,3,59
2025-10-07,15217,539,414,227,57,3,70
2025-10-06,15005,490,320,255,71,2,77
2025-10-05,12802,500,197,304,47,5,64
2025-10-04,15449,549,239,276,51,2,56
2025-10-03,16745,552,402,256,55,4,67
2025-10-02,15468,587,399,297,42,1,44
2025-10-01,15077,566,423,241,52,1,58
2025-09-30,13676,484,448,170,53,1,67
2025-09-29,14702,530,373,281,64,2,68
2025-09-28,13084,506,181,291,56,2,64
2025-09-27,16373,590,238,337,72,6,90
2025-09-26,16168,501,407,236,72,2,79
2025-09-25,14922,498,458,220,79,5,85
2025-09-24,14975,477,455,229,63,2,69
2025-09-23,14995,509,474,207,72,6,83
2025-09-22,16069,662,345,426,83,4,91
2025-09-21,16269,608,188,365,100,6,110
2025-09-20,16676,655,208,390,89,10,91
2025-09-19,17423,567,383,256,76,6,81
2025-09-18,15813,513,396,175,69,4,75
2025-09-17,14940,487,348,201,46,3,48
2025-09-16,15031,500,400,228,64,4,71
2025-09-15,15522,586,358,349,72,8,77
2025-09-14,13757,509,219,290,55,5,76
2025-09-13,17461,615,258,351,52,3,60
2025-09-12,18277,673,425,293,87,10,89
2025-09-11,16052,536,440,214,71,2,95
2025-09-10,16648,534,438,242,75,2,88
2025-09-09,15912,561,399,238,51,3,49
2025-09-08,15920,639,304,411,58,4,62
2025-09-07,14848,589,198,342,48,6,57
2025-09-06,17483,539,246,304,57,7,65
2025-09-05,18669,580,435,290,95,6,108
2025-09-04,16742,651,383,268,81,2,95
2025-09-03,16321,602,442,246,82,7,88
2025-09-02,16710,658,428,348,71,4,81
2025-09-01,16679,642,308,409,63,3,73
2025-08-31,16762,629,201,368,65,6,78
2025-08-30,18664,605,231,379,65,8,82
2025-08-29,18006,502,431,286,73,5,84
2025-08-28,16583,493,429,210,69,2,79
2025-08-27,15281,484,440,235,63,1,66
2025-08-26,15460,546,408,326,60,3,67
2025-08-25,14729,548,383,368,60,10,69
2025-08-24,13014,472,184,248,60,7,71
2025-08-23,15419,579,191,330,63,2,84
2025-08-22,16515,486,326,261,63,2,79
2025-08-21,16439,519,369,229,81,6,87
2025-08-20,16418,588,385,276,69,1,78
2025-08-19,16235,526,353,226,67,6,74
2025-08-18,16482,719,256,589,66,8,76
2025-08-17,16179,616,187,406,77,8,100
2025-08-16,19030,606,186,404,84,5,109
2025-08-15,18001,621,252,406,88,21,106
2025-08-14,19330,508,330,234,111,7,116
2025-08-13,17151,520,366,241,89,4,96
2025-08-12,16906,521,417,240,90,3,107
2025-08-11,16667,494,298,260,80,8,101
2025-08-10,15964,650,192,369,55,3,68
2025-08-09,18858,681,221,398,79,7,84
2025-08-08,17525,565,328,261,79,7,90
2025-08-07,16071,561,361,250,67,3,77
2025-08-06,15254,496,321,229,57,0,61
2025-08-05,15374,459,340,201,74,6,78
2025-08-04,15597,570,312,342,45,1,56
2025-08-03,15008,609,215,335,64,3,88
2025-08-02,17935,676,251,393,80,6,88
2025-08-01,16677,537,348,251,70,3,83
2025-07-31,16414,595,402,273,67,2,83
2025-07-30,16561,564,486,266,69,2,83
2025-07-29,16385,527,571,233,60,4,65
2025-07-28,15698,499,378,276,73,6,86
2025-07-27,16037,539,215,324,64,9,79
2025-07-26,18388,694,241,434,68,3,77
2025-07-25,18421,585,370,274,78,4,90
2025-07-24,17014,621,482,284,71,5,72
2025-07-23,16544,602,503,306,77,1,93
2025-07-22,16659,552,482,259,71,2,88
2025-07-21,17325,749,341,470,91,7,100
2025-07-20,16633,544,233,311,67,4,73
2025-07-19,18884,587,249,364,87,7,97
2025-07-18,17659,526,379,315,66,3,77
2025-07-17,16039,575,419,245,63,12,72
2025-07-16,16121,608,460,278,56,5,62
2025-07-15,16693,590,484,271,47,3,56
2025-07-14,16961,641,374,368,57,2,64
2025-07-13,15231,630,235,362,58,5,78
2025-07-12,17171,696,271,365,60,2,77
2025-07-11,17020,590,396,281,59,8,71
2025-07-10,15884,552,473,266,47,4,62
2025-07-09,15161,553,439,233,65,2,78
2025-07-08,15679,549,453,274,68,3,76
2025-07-07,16819,640,356,368,62,1,90
2025-07-06,17000,582,226,350,70,6,92
2025-07-05,18356,730,257,444,76,5,97
2025-07-04,17782,578,442,276,83,6,99
2025-07-03,17446,622,484,301,90,3,107
2025-07-02,17530,558,453,274,84,8,93
2025-07-01,17113,558,414,279,76,4,92
2025-06-30,16932,546,353,363,71,5,74
2025-06-29,17157,621,230,344,63,6,79
2025-06-28,19015,583,257,354,66,1,76
2025-06-27,18575,579,348,320,89,5,113
2025-06-26,17400,569,416,295,86,8,95
2025-06-25,16351,520,413,228,81,4,86
2025-06-24,16002,445,354,189,65,1,72
2025-06-23,17094,816,300,675,77,3,99
2025-06-22,15767,628,212,414,62,4,85
2025-06-21,17237,577,216,330,68,6,75
2025-06-20,17430,647,332,353,68,3,79
2025-06-19,15023,572,291,323,65,5,78
2025-06-18,17983,602,371,295,77,3,91
2025-06-17,16560,515,397,232,69,1,81
2025-06-16,15999,611,371,342,72,5,83
2025-06-15,15997,535,233,308,94,8,121
2025-06-14,17739,593,241,326,83,3,94
2025-06-13,17711,496,399,215,69,1,90
2025-06-12,16286,528,399,233,64,6,69
2025-06-11,14847,508,374,202,54,4,69
2025-06-10,15284,493,849,205,61,4,70
2025-06-09,14852,493,910,243,45,0,56
2025-06-08,13512,521,163,298,66,8,86
2025-06-07,17108,581,201,338,74,6,88
2025-06-06,18579,586,356,285,85,7,90
2025-06-05,17048,562,406,254,78,2,84
2025-06-04,17127,554,422,243,91,3,97
2025-06-03,16683,531,407,226,57,2,61
2025-06-02,16668,558,396,294,68,4,72
2025-06-01,18083,633,315,391,70,4,78
2025-05-31,18363,588,262,340,60,7,71
2025-05-30,17435,497,387,243,78,8,72
2025-05-29,15531,535,475,210,63,2,74
2025-05-28,15774,532,480,207,69,2,73
2025-05-27,16361,551,478,198,79,6,89
2025-05-26,15704,567,405,349,68,4,84
2025-05-25,14363,548,216,288,58,3,65
2025-05-24,16838,540,238,264,63,4,69
2025-05-23,16999,517,437,220,65,4,70
2025-05-22,16139,574,487,251,61,4,65
2025-05-21,16407,577,420,221,66,6,72
2025-05-20,16262,523,423,203,66,5,78
2025-05-19,14882,492,344,233,61,2,69
2025-05-18,14256,576,261,316,28,1,44
2025-05-17,15515,554,263,293,39,2,46
2025-05-16,15799,533,382,237,60,7,59
2025-05-15,15400,490,381,195,55,9,65
2025-05-14,15443,553,394,147,62,2,70
2025-05-13,15284,518,444,208,56,3,58
2025-05-12,15899,633,374,360,56,6,58
2025-05-11,13436,528,211,261,44,3,51
2025-05-10,15984,534,226,285,54,2,59
2025-05-09,16596,566,407,231,58,8,66
2025-05-08,15359,487,439,182,59,4,63
2025-05-07,14965,498,416,217,60,5,68
2025-05-06,14804,495,392,175,51,2,61
2025-05-05,14858,632,299,421,57,3,62
2025-05-04,12876,531,197,312,39,4,51
2025-05-03,15383,609,199,366,65,4,83
2025-05-02,17498,689,297,366,72,4,93
2025-05-01,15911,548,228,334,61,5,65
2025-04-30,17970,531,366,250,71,3,91
2025-04-29,15104,510,338,222,69,2,92
2025-04-28,15846,573,387,286,83,2,96
2025-04-27,13863,519,206,253,55,0,64
2025-04-26,16036,524,221,277,57,1,78
2025-04-25,16661,517,504,213,67,4,78
2025-04-24,16159,560,488,201,60,1,71
2025-04-23,16424,593,437,261,65,2,80
2025-04-22,17036,784,422,637,52,4,55
2025-04-21,14820,551,220,356,71,5,85
2025-04-20,14677,488,196,291,50,4,62
2025-04-19,17338,634,286,371,51,4,60
2025-04-18,20180,654,548,339,69,3,72
2025-04-17,19072,652,478,302,84,1,98
2025-04-16,18187,581,502,252,102,9,107
2025-04-15,16464,594,423,252,61,2,71
2025-04-14,17465,674,403,419,71,3,84
2025-04-13,16025,624,211,306,69,2,77
2025-04-12,17268,615,226,299,56,1,72
2025-04-11,16358,605,436,237,53,3,60
2025-04-10,15421,574,411,200,40,4,40
2025-04-09,15966,538,465,187,49,4,55
2025-04-08,15032,540,483,192,40,4,43
2025-04-07,14786,576,393,287,43,6,42
2025-04-06,11595,479,198,245,23,2,28
2025-04-05,15960,603,240,304,50,1,62
2025-04-04,18267,634,420,270,76,2,94
2025-04-03,16656,594,470,260,78,6,82
2025-04-02,15894,581,468,251,53,2,56
2025-04-01,15362,557,481,194,46,1,56
2025-03-31,15040,571,389,282,39,1,54
2025-03-30,12916,468,200,310,37,3,50
2025-03-29,17056,601,271,313,48,3,54
2025-03-28,17548,554,473,225,51,0,67
2025-03-27,15587,611,464,260,44,2,60
2025-03-26,15586,592,478,210,37,1,37
2025-03-25,15543,524,451,201,37,1,49
2025-03-24,15096,524,364,267,37,2,43
2025-03-23,12897,564,246,301,37,3,44
2025-03-22,16721,584,281,300,54,1,69
2025-03-21,17860,651,403,282,57,6,66
2025-03-20,16144,625,443,243,72,3,81
2025-03-19,15159,583,435,204,44,1,47
2025-03-18,15299,578,789,201,42,2,52
2025-03-17,14571,460,385,178,48,3,57
2025-03-16,12910,549,241,288,38,4,43
2025-03-15,15396,556,263,245,50,5,70
2025-03-14,15845,555,390,225,47,4,52
2025-03-13,14922,624,428,265,63,6,71
2025-03-12,15695,602,469,213,45,6,46
2025-03-11,15695,602,437,246,47,4,52
2025-03-10,16333,701,386,401,49,2,50
2025-03-09,14273,527,243,284,45,7,44
2025-03-08,17757,610,248,314,59,7,65
2025-03-07,17439,539,404,217,73,3,78
2025-03-06,15950,535,431,211,62,7,72
2025-03-05,15375,603,430,252,43,2,46
2025-03-04,15128,556,462,236,27,3,29
2025-03-03,14670,694,364,393,37,5,45
2025-03-02,11969,549,232,287,21,4,22
2025-03-01,14790,530,250,221,43,5,58
2025-02-28,16228,591,439,277,39,0,47
2025-02-27,15003,587,466,224,51,3,57
2025-02-26,15066,555,454,202,40,4,47
2025-02-25,14837,513,436,194,42,4,40
2025-02-24,14889,578,376,287,49,10,61
2025-02-23,12662,498,194,246,18,2,20
2025-02-22,15305,467,259,216,29,2,37
2025-02-21,15582,582,439,198,38,1,47
2025-02-20,14530,482,452,176,46,1,56
2025-02-19,14718,565,419,170,36,2,37
2025-02-18,14025,465,414,148,55,7,66
2025-02-17,14101,510,353,197,46,4,50
2025-02-16,11771,471,207,212,26,2,37
2025-02-15,14558,542,279,259,40,2,52
2025-02-14,15996,487,800,185,48,2,55
2025-02-13,15104,502,926,161,38,3,45
2025-02-12,13892,513,384,205,26,4,24
2025-02-11,14031,552,403,215,41,6,49
2025-02-10,14078,569,361,278,56,2,63
2025-02-09,11640,537,250,241,22,2,31
2025-02-08,14563,514,267,252,25,1,27
2025-02-07,14692,538,475,200,37,2,56
2025-02-06,13764,549,446,182,46,7,47
2025-02-05,14347,516,499,168,36,4,39
2025-02-04,14210,581,491,197,38,1,46
2025-02-03,13707,580,405,234,43,6,50
2025-02-02,11602,466,228,231,28,5,30
2025-02-01,14540,484,265,217,25,4,29
2025-01-31,15461,515,471,211,56,6,71
2025-01-30,14886,559,567,201,55,2,57
2025-01-29,14230,535,496,181,32,2,34
2025-01-28,14556,528,541,181,43,4,49
2025-01-27,14326,536,407,213,47,3,51
2025-01-26,13406,620,295,297,45,4,51
2025-01-25,14696,592,246,301,37,8,37
2025-01-24,15731,550,450,180,50,2,58
2025-01-23,13998,517,473,169,40,4,39
2025-01-22,14243,522,492,183,40,2,47
2025-01-21,13099,462,394,149,36,4,42
2025-01-20,14378,495,423,215,58,4,68
2025-01-19,11794,475,215,215,31,2,38
2025-01-18,14755,549,276,259,40,1,52
2025-01-17,15641,476,507,180,40,2,42
2025-01-16,14558,563,589,190,40,2,42
2025-01-15,13937,506,501,198,44,2,54
2025-01-14,13442,500,466,179,32,4,41
2025-01-13,13379,496,412,217,33,2,40
2025-01-12,11315,410,233,192,22,0,34
2025-01-11,14223,493,217,171,39,3,49
2025-01-10,15518,540,455,185,53,6,58
2025-01-09,13718,476,506,157,52,3,53
2025-01-08,14198,469,450,136,59,1,66
2025-01-07,13840,644,416,447,68,5,73
2025-01-06,9777,380,220,143,18,2,23
2025-01-05,10803,360,188,147,16,2,15
2025-01-04,13076,428,258,163,30,0,35
2025-01-03,14865,449,520,154,39,3,47
2025-01-02,13474,528,400,288,44,2,52
2025-01-01,17354,582,232,328,27,3,29
2024-12-31,14862,378,277,181,36,3,34
2024-12-30,14851,412,364,156,47,4,54
2024-12-29,11636,363,222,172,32,5,39
2024-12-28,14350,435,252,170,30,3,40
2024-12-27,15155,464,465,229,64,4,78
2024-12-26,10770,346,162,166,22,4,25
2024-12-25,11874,369,176,172,18,2,21
2024-12-24,11689,332,298,174,30,3,31
2024-12-23,16297,521,525,221,55,3,56
2024-12-22,14249,522,233,246,31,3,37
2024-12-21,16732,534,297,266,46,4,51
2024-12-20,17012,545,420,217,77,7,79
2024-12-19,15553,495,457,215,63,6,76
2024-12-18,15166,525,463,213,63,4,74
2024-12-17,14914,537,433,245,65,9,70
2024-12-16,15280,448,400,191,84,9,91
2024-12-15,12598,466,245,204,40,10,62
2024-12-14,15044,485,268,217,43,3,51
2024-12-13,16611,444,370,211,82,7,104
2024-12-12,14790,489,437,217,55,1,64
2024-12-11,14614,500,440,182,68,3,71
2024-12-10,13945,456,432,149,55,5,55
2024-12-09,14156,589,386,295,58,3,65
2024-12-08,11893,408,225,184,35,3,41
2024-12-07,15076,502,249,212,51,3,58
2024-12-06,15223,478,401,169,45,1,52
2024-12-05,14332,515,436,193,66,6,65
2024-12-04,14073,458,419,170,42,3,50
2024-12-03,14072,472,432,170,70,2,83
2024-12-02,14552,530,392,275,71,4,85
2024-12-01,12858,538,232,286,25,1,27
2024-11-30,15201,548,252,296,34,4,34
2024-11-29,15477,476,394,194,68,4,71
2024-11-28,13771,453,483,159,74,5,77
2024-11-27,14246,481,431,170,48,4,52
2024-11-26,14081,460,423,156,76,3,86
2024-11-25,14651,556,390,252,60,2,66
2024-11-24,11685,462,181,235,26,3,36
2024-11-23,14300,444,206,235,38,1,43
2024-11-22,15171,449,410,181,60,3,71
2024-11-21,14044,446,475,143,65,10,64
2024-11-20,13844,411,409,143,59,4,66
2024-11-19,13626,452,399,166,79,2,84
2024-11-18,14053,483,400,206,71,6,77
2024-11-17,12024,421,237,221,30,5,36
2024-11-16,15156,541,239,267,62,7,68
2024-11-15,15102,474,408,222,72,5,76
2024-11-14,13272,400,417,147,62,3,73
2024-11-13,13508,392,360,150,60,4,65
2024-11-12,13378,426,323,219,48,1,61
2024-11-11,10533,465,200,200,18,0,27
2024-11-10,11608,445,192,218,26,6,32
2024-11-09,14587,448,205,225,27,1,31
2024-11-08,14546,432,333,152,48,2,49
2024-11-07,12674,437,327,160,53,5,60
2024-11-06,13142,420,346,164,52,6,55
2024-11-05,13497,411,304,154,49,2,55
2024-11-04,13530,501,304,299,71,3,74
2024-11-03,10235,416,196,236,28,8,36
2024-11-02,14059,477,201,245,37,0,44
2024-11-01,13272,473,216,240,41,1,51
2024-10-31,17460,468,390,214,55,2,62
2024-10-30,15194,507,467,225,68,5,80
2024-10-29,14893,574,435,237,78,10,82
2024-10-28,15026,738,396,433,70,10,73
2024-10-27,13997,560,221,325,52,5,63
2024-10-26,16433,549,241,309,63,4,64
2024-10-25,16222,580,414,273,56,5,57
2024-10-24,14826,553,451,230,58,2,61
2024-10-23,15116,690,433,377,61,3,73
2024-10-22,15148,571,418,248,69,3,73
2024-10-21,15343,577,385,262,75,10,85
2024-10-20,13073,530,183,286,56,1,67
2024-10-19,15689,532,243,298,60,5,82
2024-10-18,16378,574,414,264,76,7,80
2024-10-17,14874,507,448,222,66,2,81
2024-10-16,14710,554,421,259,66,1,73
2024-10-15,14650,551,426,265,66,2,76
2024-10-14,14328,558,356,308,77,12,84
2024-10-13,12156,503,202,270,44,9,52
2024-10-12,16068,597,248,314,76,6,80
2024-10-11,16513,552,423,249,86,9,100
2024-10-10,15701,624,436,277,74,8,82
2024-10-09,15143,590,415,309,77,8,86
2024-10-08,15228,567,402,240,75,3,80
2024-10-07,14860,617,364,346,50,4,50
2024-10-06,12284,512,211,301,23,2,29
2024-10-05,14688,524,234,311,53,8,61
2024-10-04,15475,520,401,196,65,6,65
2024-10-03,14294,556,455,243,67,4,87
2024-10-02,14267,500,461,207,74,5,89
2024-10-01,13956,502,412,205,62,1,74
2024-09-30,14273,469,340,228,71,5,78
2024-09-29,12720,532,192,314,43,9,51
2024-09-28,15832,668,235,392,52,1,55
2024-09-27,16110,517,412,236,85,5,94
2024-09-26,14773,568,430,239,75,5,85
2024-09-25,14953,504,400,187,86,5,93
2024-09-24,14886,475,404,187,71,4,69
2024-09-23,14868,514,332,259,63,7,70
2024-09-22,14271,465,187,314,58,5,64
2024-09-21,17393,564,229,311,78,10,95
2024-09-20,17355,515,368,253,97,4,100
2024-09-19,15293,485,393,197,85,6,91
2024-09-18,15577,512,396,234,70,5,77
2024-09-17,15463,467,356,188,55,2,63
2024-09-16,15082,464,331,227,57,2,63
2024-09-15,14032,481,199,249,48,5,55
2024-09-14,16194,436,220,220,52,8,70
2024-09-13,15417,432,361,186,55,6,71
2024-09-12,14578,462,426,214,50,2,61
2024-09-11,15071,545,446,279,57,3,62
2024-09-10,15397,529,374,231,58,2,60
2024-09-09,15694,610,365,370,74,7,85
2024-09-08,16586,544,196,344,73,8,81
2024-09-07,18701,541,206,303,85,9,88
2024-09-06,18501,525,372,272,73,3,76
2024-09-05,16519,655,398,345,74,6,85
2024-09-04,16510,571,392,303,90,5,93
2024-09-03,16242,549,459,239,75,3,77
2024-09-02,16859,633,352,391,74,7,78
2024-09-01,16382,594,213,372,51,8,59
2024-08-31,19197,646,258,430,78,9,88
2024-08-30,18444,560,377,293,78,5,81
2024-08-29,16860,541,422,245,65,5,69
2024-08-28,16570,551,379,299,61,1,66
2024-08-27,16231,483,355,256,60,5,68
2024-08-26,16066,563,353,338,68,2,85
2024-08-25,16750,545,201,326,66,6,88
2024-08-24,19134,605,213,340,65,7,78
2024-08-23,17614,585,356,289,72,4,79
2024-08-22,16009,581,388,255,84,3,95
2024-08-21,16048,498,384,238,68,6,69
2024-08-20,17082,522,388,222,74,6,75
2024-08-19,16912,569,310,365,74,4,88
2024-08-18,16944,515,205,302,42,5,59
2024-08-17,19283,675,228,457,55,8,54
2024-08-16,19089,609,281,360,76,4,82
2024-08-15,16155,594,263,332,57,4,70
2024-08-14,17603,484,355,242,87,8,91
2024-08-13,16541,534,387,291,74,7,83
2024-08-12,16992,550,344,275,88,9,100
2024-08-11,16435,578,228,365,65,4,83
2024-08-10,18799,581,252,335,71,3,88
2024-08-09,17749,556,394,254,75,2,88
2024-08-08,16315,495,394,232,53,2,63
2024-08-07,15986,507,406,240,83,3,94
2024-08-06,15644,458,402,205,62,2,69
2024-08-05,15616,443,300,205,62,3,82
2024-08-04,15348,548,200,304,54,4,67
2024-08-03,17825,589,224,360,71,11,82
2024-08-02,17082,529,317,297,66,3,73
2024-08-01,16143,542,351,253,61,4,78
2024-08-31,16574,637,406,364,79,3,94
2024-07-30,16302,645,502,357,90,5,95
2024-07-29,15638,597,339,331,66,5,75
2024-07-28,15537,580,217,354,54,2,73
2024-07-27,19307,633,242,334,76,9,82
2024-07-26,17444,530,322,269,54,3,60
2024-07-25,16010,583,393,270,46,2,55
2024-07-24,16395,592,442,263,69,4,83
2024-07-23,17037,527,435,280,70,4,77
2024-07-22,17137,556,339,335,72,11,81
2024-07-21,17469,576,238,360,66,5,85
2024-07-20,19345,568,261,336,83,6,92
2024-07-19,18662,595,362,274,78,5,84
2024-07-18,17297,594,383,252,77,10,92
2024-07-17,17441,570,408,247,65,4,66
2024-07-16,18235,572,415,371,70,3,78
2024-07-15,18135,702,389,452,76,5,95
2024-07-14,17268,587,227,358,66,5,92
2024-07-13,20175,603,236,360,70,3,76
2024-07-12,19073,552,396,294,89,2,106
2024-07-11,18070,614,432,315,78,9,85
2024-07-10,17364,561,434,281,74,5,74
2024-07-09,16971,554,453,294,52,3,57
2024-07-08,16886,676,377,421,72,6,79
2024-07-07,15868,611,223,376,60,0,77
2024-07-06,18454,666,299,307,62,5,66
2024-07-05,17395,582,396,257,70,6,79
2024-07-04,16085,588,459,317,75,8,74
2024-07-03,16198,609,487,275,48,10,47
2024-07-02,16287,489,438,196,76,9,78
2024-07-01,17470,535,371,221,83,10,97
2024-06-30,18118,554,207,326,66,12,89
2024-06-29,20067,611,225,339,78,7,89
2024-06-28,18489,516,385,267,90,4,104
2024-06-27,17041,464,412,226,70,6,75
